"Gender","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","class"
"Female",4,1,6,3.6,4.8,6,2,3,1,5,4,29,16,20,1,"B",0,"L",8234,3017,283,"N"
"Female",3,4,1.2,3.6,3.6,6,0,2,1,4,5,22,9,10,3,"P",0,"D",4411,3087,551,"N"
"Male",1,2,4.8,3.6,6,4.8,9,3,1,1,5,14,25,20,2,"P",0,"L",4228,1747,446,"N"
"Female",4,3,4.8,2.4,6,6,8,3,1,4,1,28,16,40,3,"B",0,"L",6423,4753,223,"N"
"Male",1,4,2.4,4.8,6,1.2,20,4,3,2,2,27,1,10,1,"B",116,"L",9875,1486,817,"Y"
"Female",5,4,1.2,4.8,3.6,1.2,9,5,1,2,2,26,4,10,1,"B",0,"L",6816,5781,484,"N"
"Female",4,2,4.8,4.8,6,6,5,4,3,4,4,48,16,50,5,"P",0,"L",4432,9392,2454,"Y"
"Male",4,4,4.8,3.6,4.8,6,0,3,3,3,3,45,1,50,5,"B",0,"L",8495,8376,692,"N"
"Female",4,5,3.6,3.6,6,1.2,0,3,3,2,3,38,1,10,4,"P",0,"L",626,2897,127,"N"
"Female",3,2,1.2,3.6,3.6,4.8,0,3,1,1,4,34,4,40,2,"B",0,"L",204,8552,481,"N"
"Male",2,0,1.2,3.6,4.8,4.8,9,3,1,4,3,24,4,40,2,"B",0,"L",688,7252,728,"N"
"Female",2,5,1.2,4.8,1.2,4.8,0,2,1,2,3,55,16,40,4,"P",3,"L",7950,152,1235,"N"
"Male",2,2,4.8,2.4,6,3.6,0,5,1,5,2,45,25,30,5,"B",21,"L",5738,4428,1005,"Y"
"Male",4,3,6,4.8,6,4.8,0,2,3,5,5,30,16,40,4,"B",0,"L",1119,5711,821,"Y"
"Male",5,4,4.8,3.6,2.4,4.8,18,5,2,5,4,35,9,40,3,"B",9,"L",657,6367,337,"N"
"Female",1,4,3.6,6,2.4,6,0,2,1,4,1,43,9,50,5,"P",24,"L",7269,1729,266,"Y"
"Male",2,5,2.4,1.2,6,6,32,3,1,4,2,21,16,40,5,"P",0,"L",2585,6467,1107,"Y"
"Male",5,4,6,6,6,6,14,4,3,3,4,28,9,10,5,"B",0,"D",1953,341,405,"Y"
"Female",1,2,4.8,1.2,4.8,1.2,26,2,1,2,3,53,9,10,1,"B",67,"L",1769,1012,577,"N"
"Male",4,1,6,6,1.2,1.2,0,5,3,5,5,41,25,10,1,"P",0,"L",407,4042,247,"Y"
"Female",3,1,6,6,6,6,0,2,2,5,5,41,9,10,1,"B",0,"L",2034,1489,874,"N"
"Female",2,2,4.8,4.8,4.8,4.8,0,1,3,5,4,28,25,40,4,"P",5,"L",8728,2965,1680,"Y"
"Male",2,3,6,4.8,6,4.8,0,3,1,2,5,22,1,30,2,"B",0,"L",2858,9396,127,"N"
"Male",4,3,3.6,2.4,4.8,3.6,0,3,1,3,4,24,4,30,1,"B",17,"D",3963,1847,347,"N"
"Male",5,1,6,1.2,4.8,4.8,14,1,1,2,1,55,4,40,4,"P",14,"L",7591,7056,197,"N"
"Female",3,5,4.8,4.8,6,0,0,4,3,4,4,38,16,20,0,"B",0,"L",1236,2172,1731,"Y"
"Male",2,2,2.4,4.8,1.2,1.2,6,4,3,4,4,58,16,10,1,"B",0,"L",8590,1759,3747,"Y"
"Female",2,3,4.8,1.2,6,3.6,0,1,1,5,4,25,25,10,2,"B",11,"D",2255,537,147,"N"
"Female",3,4,6,4.8,6,3.6,0,3,1,2,3,16,16,40,3,"B",43,"L",9256,4483,1521,"N"
"Female",4,2,4.8,6,6,6,0,5,3,1,5,56,9,50,5,"B",0,"L",3353,8434,83,"Y"
"Female",1,2,4.8,2.4,4.8,2.4,0,1,3,4,2,51,1,20,2,"B",0,"L",9154,2305,1718,"N"
"Female",1,3,6,4.8,6,6,0,4,3,1,4,38,4,50,4,"B",0,"L",3513,9882,89,"Y"
"Female",1,3,3.6,3.6,1.2,3.6,0,2,3,2,3,53,1,30,3,"P",14,"L",4759,8253,1400,"N"
"Male",4,3,3.6,4.8,2.4,3.6,6,4,3,4,4,48,9,30,3,"P",0,"L",3710,9577,1792,"Y"
"Male",5,1,6,3.6,3.6,6,0,3,1,4,4,34,25,20,4,"B",3,"L",6543,6224,390,"N"
"Male",3,2,2.4,6,4.8,1.2,0,1,1,2,5,54,4,30,1,"B",3,"L",8987,3957,936,"N"
"Female",5,0,3.6,4.8,6,0,1,4,3,2,5,28,16,20,0,"B",0,"D",4157,6993,802,"Y"
"Male",5,2,6,2.4,4.8,2.4,0,4,2,4,2,36,4,20,2,"P",0,"L",5677,2327,255,"Y"
"Male",1,1,3.6,3.6,4.8,1.2,28,1,1,3,4,59,9,10,1,"B",0,"L",6393,4806,408,"N"
"Female",1,2,1.2,4.8,2.4,3.6,0,2,1,1,4,61,4,40,4,"B",0,"L",1347,3088,453,"N"
"Male",2,3,3.6,2.4,4.8,4.8,10,2,3,4,2,54,25,40,2,"B",0,"L",4404,1333,2300,"Y"
"Female",4,2,2.4,4.8,4.8,6,0,4,2,3,5,29,25,10,0,"B",0,"L",317,9139,577,"N"
"Female",5,3,4.8,2.4,6,6,91,2,3,1,2,38,1,50,5,"P",66,"L",5702,1463,1721,"N"
"Female",2,5,3.6,2.4,2.4,2.4,0,2,3,1,2,53,9,20,2,"P",17,"L",7293,2298,3357,"N"
"Male",3,2,1.2,1.2,4.8,3.6,1,2,1,3,2,26,16,30,3,"B",0,"L",8679,5002,1012,"N"
"Male",5,1,6,2.4,6,3.6,59,2,3,3,2,45,16,30,3,"P",0,"L",2532,8849,3923,"N"
"Male",2,4,6,4.8,4.8,3.6,0,3,1,5,1,38,25,30,3,"B",8,"L",8626,7375,399,"Y"
"Male",4,4,3.6,1.2,6,6,0,5,1,4,4,38,9,50,4,"B",15,"L",6069,5511,651,"Y"
"Female",4,1,6,4.8,4.8,3.6,2,3,1,4,5,8,9,10,3,"B",0,"L",6719,6052,213,"N"
"Female",2,1,6,6,3.6,2.4,33,5,3,3,5,60,25,20,2,"B",14,"L",5433,8335,3939,"Y"
"Female",2,1,4.8,3.6,4.8,3.6,0,1,1,3,3,61,9,40,1,"B",0,"L",9017,6090,728,"N"
"Male",5,4,1.2,4.8,2.4,4.8,11,4,3,5,3,26,9,40,3,"B",0,"D",4243,4290,228,"N"
"Male",1,3,6,4.8,4.8,3.6,20,1,2,1,3,51,4,40,2,"B",13,"L",8998,5367,666,"N"
"Male",2,2,6,2.4,3.6,6,13,2,2,4,1,70,4,50,5,"B",0,"L",8866,6548,369,"Y"
"Male",3,2,4.8,2.4,4.8,3.6,17,2,1,3,3,42,16,10,3,"P",0,"L",4706,68,432,"N"
"Female",4,2,3.6,4.8,4.8,2.4,0,3,3,3,4,51,9,20,2,"B",0,"L",7928,3653,1923,"Y"
"Female",5,1,4.8,3.6,3.6,6,13,5,3,4,5,45,9,20,5,"B",29,"D",1707,895,757,"Y"
"Male",4,1,6,6,4.8,6,13,5,3,3,5,37,16,50,2,"B",36,"L",280,1879,605,"Y"
"Male",4,2,4.8,3.6,4.8,6,127,3,3,4,4,28,9,50,5,"B",0,"L",4105,683,587,"Y"
"Female",2,3,3.6,3.6,1.2,4.8,0,3,1,2,3,58,1,40,4,"B",0,"L",2137,3159,486,"N"
"Female",5,5,4.8,3.6,6,6,28,5,1,2,5,57,16,30,2,"P",17,"L",3460,4512,248,"N"
"Female",5,2,3.6,6,6,6,33,5,3,4,5,52,9,50,5,"B",0,"L",3291,9815,789,"Y"
"Female",5,2,4.8,2.4,4.8,4.8,0,4,2,5,5,39,16,40,4,"B",2,"L",5008,8566,262,"Y"
"Female",4,3,3.6,6,1.2,6,4,2,2,4,4,27,16,30,4,"B",4,"L",4033,9364,1205,"N"
"Male",2,3,3.6,3.6,3.6,1.2,0,2,1,4,3,41,16,40,3,"P",0,"L",5627,4160,2504,"N"
"Female",3,2,3.6,2.4,4.8,0,0,5,1,2,1,33,16,40,3,"B",2,"D",648,8429,101,"N"
"Male",2,2,6,1.2,1.2,2.4,0,3,1,3,3,22,1,30,2,"P",44,"D",5279,2947,802,"N"
"Male",5,1,4.8,2.4,1.2,4.8,9,1,1,3,1,34,9,30,1,"B",0,"L",6041,611,356,"N"
"Female",5,3,4.8,2.4,3.6,6,0,5,1,2,3,36,16,50,1,"B",2,"L",5847,9307,1546,"N"
"Male",4,4,4.8,2.4,6,6,0,3,1,4,2,48,25,20,3,"B",2,"L",7205,9931,1609,"N"
"Male",4,4,6,3.6,1.2,6,9,4,1,4,5,22,16,50,2,"P",3,"L",3335,4031,395,"N"
"Female",3,3,6,3.6,3.6,0,0,3,1,1,1,33,25,40,2,"P",46,"D",5007,1853,119,"N"
"Female",4,1,6,2.4,2.4,6,1,1,3,2,3,22,4,50,4,"B",0,"L",3806,7967,2689,"Y"
"Male",3,2,6,6,6,4.8,0,5,3,4,5,38,25,40,4,"P",0,"L",4946,6135,1300,"Y"
"Female",5,2,4.8,6,4.8,6,0,5,3,3,5,57,25,50,5,"B",9,"L",1144,215,2016,"Y"
"Male",5,5,2.4,6,1.2,6,0,5,3,4,5,57,16,50,5,"B",0,"L",5811,4347,1020,"Y"
"Male",2,4,6,2.4,4.8,3.6,1,4,1,3,2,45,16,20,3,"P",0,"D",9298,2644,321,"N"
"Male",1,5,3.6,1.2,2.4,1.2,0,2,2,4,4,53,16,10,1,"P",0,"L",2321,724,371,"N"
"Female",3,5,6,3.6,3.6,3.6,0,4,3,3,4,31,1,40,3,"B",0,"D",7109,2143,1167,"N"
"Male",2,1,2.4,4.8,4.8,2.4,0,1,1,3,3,27,4,40,3,"B",0,"D",453,5127,153,"N"
"Female",5,2,3.6,1.2,6,2.4,0,2,3,2,1,80,9,40,2,"B",15,"D",6141,7132,174,"N"
"Male",4,5,2.4,4.8,2.4,3.6,85,1,3,4,2,26,4,30,3,"B",12,"L",5819,1142,3087,"Y"
"Male",2,5,4.8,3.6,6,2.4,0,3,3,4,3,42,9,20,2,"B",4,"L",4853,3552,2296,"Y"
"Male",2,5,4.8,6,6,4.8,0,5,3,3,5,75,4,40,4,"P",0,"L",7469,6126,2713,"Y"
"Female",3,4,4.8,2.4,3.6,3.6,0,2,2,4,3,37,1,30,3,"B",318,"L",9149,2383,507,"N"
"Male",4,2,6,3.6,6,3.6,22,3,3,4,3,44,16,30,3,"B",23,"L",4104,7692,3736,"N"
"Male",5,2,4.8,2.4,6,2.4,0,2,1,2,3,40,16,30,3,"B",16,"L",5105,7898,533,"N"
"Female",5,3,4.8,6,3.6,2.4,0,5,2,4,5,42,25,20,1,"B",0,"L",9538,7573,250,"Y"
"Female",4,2,6,6,4.8,3.6,0,4,1,2,5,51,4,30,4,"B",47,"L",4826,8506,868,"N"
"Male",2,1,6,4.8,4.8,6,0,2,3,5,4,40,9,20,2,"B",2,"L",1741,1851,1726,"N"
"Female",2,3,3.6,4.8,2.4,3.6,0,4,3,4,4,37,16,30,3,"B",0,"L",3821,6284,2435,"Y"
"Female",4,2,3.6,3.6,1.2,4.8,18,5,1,2,4,15,9,40,3,"P",0,"L",3935,5295,534,"N"
"Female",3,1,3.6,1.2,6,2.4,21,4,1,1,3,29,16,30,5,"B",0,"L",6222,5848,2218,"Y"
"Male",5,2,4.8,4.8,6,6,73,4,1,4,4,28,25,30,4,"B",0,"L",2907,3584,541,"N"
"Female",5,2,3.6,4.8,6,3.6,0,5,3,1,5,45,9,30,3,"B",0,"D",7321,4072,1299,"N"
"Female",1,1,4.8,3.6,4.8,2.4,0,3,3,2,3,63,9,20,2,"B",1,"L",7059,5662,420,"Y"
"Male",2,1,3.6,2.4,6,3.6,7,5,3,5,5,40,25,30,2,"B",0,"L",4856,9453,2704,"Y"
"Female",4,2,4.8,3.6,4.8,1.2,17,3,3,5,3,60,25,10,4,"B",0,"L",2738,1475,551,"Y"
"Female",3,3,4.8,4.8,2.4,1.2,0,2,1,1,4,47,1,30,2,"B",0,"L",6740,6981,861,"N"
"Female",3,4,4.8,1.2,6,1.2,2,1,1,1,3,26,16,30,5,"B",4,"L",5069,1174,545,"Y"
"Male",2,2,2.4,4.8,4.8,2.4,74,2,2,2,3,60,9,20,2,"B",0,"L",4044,5593,361,"N"
"Female",5,1,4.8,2.4,4.8,4.8,11,5,1,5,2,68,1,20,5,"B",0,"L",7470,2075,679,"Y"
"Male",5,5,4.8,6,3.6,6,9,4,1,3,3,36,1,40,1,"P",11,"D",537,5926,162,"N"
"Male",4,2,4.8,3.6,4.8,4.8,1,4,1,1,3,35,4,40,3,"B",0,"D",4329,5125,187,"N"
"Male",3,1,1.2,4.8,4.8,6,228,4,1,1,4,20,1,10,2,"P",0,"L",1656,9098,309,"N"
"Female",5,2,3.6,4.8,2.4,4.8,0,3,1,4,3,45,4,40,4,"B",12,"L",6973,5730,521,"Y"
"Male",4,1,2.4,6,2.4,6,0,1,1,5,5,61,25,40,1,"P",10,"L",9656,6100,1025,"N"
"Female",2,3,3.6,4.8,4.8,6,6,2,1,4,1,52,9,50,3,"B",12,"L",8707,2917,533,"Y"
"Female",5,4,2.4,2.4,3.6,2.4,0,4,3,2,2,45,16,30,4,"B",0,"L",8628,2979,599,"N"
"Female",3,3,1.2,3.6,4.8,3.6,21,2,1,4,5,48,16,30,3,"P",0,"L",5001,889,1024,"Y"
"Male",2,2,4.8,1.2,6,0,0,1,3,5,1,45,25,20,0,"B",0,"L",8666,794,3227,"Y"
"Female",3,1,1.2,3.6,4.8,3.6,0,3,1,3,3,44,1,30,3,"B",0,"L",8915,4113,325,"N"
"Female",5,1,6,3.6,4.8,4.8,25,4,3,5,3,36,9,40,4,"B",0,"L",4795,1724,3322,"Y"
"Male",5,2,3.6,1.2,1.2,2.4,64,2,1,1,1,59,4,20,2,"P",38,"L",4134,973,1931,"N"
"Male",5,5,1.2,2.4,4.8,4.8,9,2,3,4,2,39,16,40,4,"B",6,"L",2018,4334,2263,"N"
"Male",5,2,6,6,1.2,2.4,0,5,3,3,5,46,25,20,2,"B",3,"L",5795,362,3065,"Y"
"Male",3,4,3.6,3.6,2.4,6,27,4,1,1,5,19,16,10,3,"P",16,"D",4551,4019,1491,"N"
"Male",1,1,4.8,6,4.8,1.2,0,5,3,3,5,52,25,10,1,"P",0,"L",3465,5602,3484,"Y"
"Female",2,3,4.8,4.8,4.8,4.8,7,1,1,3,3,22,25,40,4,"B",0,"D",7128,7000,689,"Y"
"Male",4,3,6,4.8,4.8,6,19,2,3,4,4,51,25,10,2,"B",0,"L",1440,9915,1185,"N"
"Male",4,2,4.8,1.2,4.8,4.8,0,3,1,2,4,20,16,40,3,"B",0,"L",8107,799,817,"N"
"Female",4,5,3.6,3.6,1.2,0,0,2,3,2,4,23,16,40,5,"B",0,"D",2348,1472,605,"Y"
"Male",2,1,1.2,2.4,3.6,2.4,0,3,1,5,2,36,25,20,2,"P",0,"L",5593,8924,226,"Y"
"Male",2,3,1.2,3.6,4.8,3.6,0,4,1,3,3,37,16,30,3,"B",107,"L",7617,1801,1096,"N"
"Female",4,1,4.8,1.2,1.2,6,0,1,3,1,3,25,16,50,5,"B",4,"L",436,4478,525,"N"
"Female",2,5,6,6,2.4,1.2,0,5,3,4,5,34,16,10,1,"P",0,"L",3490,2681,2686,"Y"
"Female",3,1,4.8,3.6,4.8,2.4,42,4,3,3,3,30,1,30,3,"B",92,"L",7084,9422,2873,"N"
"Male",3,2,2.4,6,2.4,6,78,5,3,4,4,29,16,50,5,"P",0,"L",2014,4653,3044,"Y"
"Female",3,1,6,3.6,3.6,4.8,0,5,1,3,5,50,9,20,1,"B",10,"L",6195,8150,590,"N"
"Female",3,2,4.8,2.4,4.8,4.8,31,3,1,5,2,26,16,50,4,"B",0,"D",4282,6952,986,"N"
"Female",3,5,3.6,2.4,4.8,2.4,0,2,3,5,2,48,25,20,2,"B",0,"L",7690,146,1111,"Y"
"Female",1,1,3.6,2.4,6,4.8,0,2,3,4,2,41,16,40,4,"P",58,"L",182,909,2225,"N"
"Female",4,2,4.8,6,2.4,0,14,4,1,1,4,23,16,30,4,"B",0,"D",6838,7261,362,"N"
"Female",4,3,4.8,2.4,1.2,2.4,51,3,2,2,3,33,4,20,2,"P",0,"L",8863,5334,1066,"N"
"Female",3,5,6,6,6,6,21,3,2,4,4,20,9,30,2,"B",0,"L",5266,7394,534,"N"
"Male",1,4,6,1.2,3.6,4.8,0,4,1,4,5,52,16,40,5,"P",0,"L",607,6950,667,"Y"
"Male",2,3,3.6,4.8,4.8,3.6,0,4,3,4,4,47,16,30,3,"B",0,"L",5966,1936,2341,"N"
"Male",3,1,6,4.8,2.4,1.2,9,1,1,2,3,39,16,10,1,"B",4,"L",6511,9469,130,"N"
"Female",3,4,4.8,2.4,4.8,2.4,2,2,3,1,2,52,4,20,3,"P",0,"L",1242,3854,304,"N"
"Male",5,5,1.2,3.6,6,1.2,2,4,3,3,4,23,25,10,1,"P",0,"L",3682,7316,3756,"Y"
"Female",1,3,2.4,6,4.8,4.8,0,4,1,5,4,28,16,30,2,"B",28,"L",3799,871,983,"N"
"Male",3,3,4.8,2.4,4.8,6,29,5,2,3,3,77,16,10,1,"B",0,"L",248,3757,1028,"N"
"Male",3,5,3.6,4.8,2.4,4.8,0,3,3,2,4,30,9,40,3,"B",0,"L",9127,8486,516,"Y"
"Female",4,4,6,3.6,4.8,6,0,5,1,4,3,37,1,40,0,"B",13,"D",8058,8906,129,"Y"
"Female",2,2,4.8,6,2.4,6,0,5,3,3,4,23,9,50,4,"B",0,"L",2288,4062,594,"Y"
"Male",2,1,1.2,3.6,4.8,3.6,184,4,3,3,5,57,9,30,3,"B",0,"L",6213,8951,466,"Y"
"Female",4,5,6,6,1.2,6,0,5,3,5,5,51,25,50,5,"B",7,"L",8859,9029,3590,"Y"
"Male",2,1,4.8,2.4,4.8,0,0,4,1,2,3,37,9,30,4,"B",39,"D",1050,236,259,"Y"
"Male",5,1,2.4,6,2.4,3.6,0,5,3,3,5,53,16,30,3,"P",0,"L",982,6859,1995,"Y"
"Male",3,3,4.8,3.6,2.4,1.2,16,4,1,3,2,12,4,20,2,"B",0,"L",1855,4293,1050,"N"
"Male",2,2,4.8,3.6,2.4,3.6,152,3,1,3,4,51,9,30,2,"B",0,"L",6996,7454,73,"N"
"Female",3,4,6,6,6,4.8,0,5,1,5,4,10,9,10,2,"B",0,"L",4443,9128,77,"N"
"Male",4,1,4.8,6,4.8,2.4,2,5,3,4,5,59,9,50,5,"P",1,"L",8716,7933,301,"Y"
"Male",3,3,3.6,6,3.6,3.6,35,2,3,5,5,61,9,30,2,"B",0,"L",3394,5285,896,"N"
"Female",4,3,3.6,3.6,4.8,4.8,0,3,3,4,3,64,1,10,0,"B",0,"L",3790,3226,3942,"Y"
"Female",1,2,4.8,6,1.2,1.2,0,5,3,4,5,39,25,10,1,"P",0,"L",2862,4156,1865,"Y"
"Male",2,3,3.6,4.8,4.8,6,0,2,1,3,5,33,9,30,3,"B",0,"L",8079,4709,526,"N"
"Female",1,5,6,2.4,2.4,3.6,0,2,3,1,2,36,9,30,3,"B",0,"L",292,5335,577,"N"
"Male",4,3,4.8,3.6,3.6,1.2,0,5,1,2,3,21,9,30,1,"B",16,"D",2839,5665,936,"N"
"Female",4,4,4.8,1.2,6,2.4,59,5,3,4,4,27,1,20,2,"B",26,"L",1635,6797,3883,"N"
"Male",3,2,1.2,6,1.2,1.2,0,5,3,2,5,38,9,10,1,"B",6,"L",3280,7147,859,"Y"
"Female",4,0,3.6,6,2.4,6,0,3,1,5,4,31,9,50,2,"P",0,"L",1625,8529,190,"N"
"Male",5,3,4.8,6,4.8,6,0,3,1,1,3,9,1,20,3,"B",0,"L",2618,8537,646,"N"
"Female",4,3,3.6,4.8,4.8,1.2,0,4,3,4,4,56,16,10,1,"P",0,"L",6728,7539,2801,"Y"
"Male",3,5,3.6,3.6,2.4,1.2,44,3,3,4,3,50,16,10,1,"B",0,"L",6053,1776,1984,"Y"
"Male",2,4,6,4.8,4.8,4.8,0,4,2,2,5,32,4,50,3,"B",55,"L",6966,7005,282,"N"
"Male",3,3,4.8,3.6,2.4,4.8,36,4,3,4,3,48,25,20,2,"P",0,"L",3610,4671,2047,"Y"
"Male",4,1,6,4.8,4.8,2.4,0,5,2,2,1,40,9,20,5,"B",0,"L",4775,5405,733,"N"
"Male",3,1,4.8,3.6,4.8,1.2,16,3,3,4,3,57,16,10,1,"P",0,"L",6814,3541,2940,"N"
"Female",1,2,6,6,6,6,27,3,1,4,5,61,25,40,3,"P",7,"L",6440,1266,239,"N"
"Female",5,3,6,3.6,2.4,4.8,73,3,3,3,3,34,1,40,4,"B",0,"L",9950,539,2957,"N"
"Female",2,1,3.6,3.6,2.4,2.4,1,3,1,5,5,25,25,10,2,"B",0,"D",5027,850,1235,"N"
"Male",4,1,6,3.6,4.8,6,10,2,1,5,2,7,9,20,4,"B",39,"L",1743,991,373,"N"
"Female",1,5,1.2,3.6,4.8,6,0,2,2,1,5,23,16,10,3,"B",0,"L",5067,5321,1372,"N"
"Female",4,1,4.8,2.4,2.4,1.2,0,4,1,3,3,30,1,30,1,"B",1,"D",787,80,563,"N"
"Female",1,4,6,6,4.8,4.8,0,5,1,5,5,64,9,40,5,"P",0,"L",8142,8359,1189,"Y"
"Female",5,3,6,4.8,6,6,0,4,3,5,5,29,9,40,5,"B",0,"D",2103,1109,646,"Y"
"Male",5,1,6,1.2,3.6,1.2,0,1,1,1,3,8,1,30,1,"B",10,"D",3028,4852,1023,"N"
"Female",4,2,3.6,1.2,2.4,1.2,118,4,2,3,1,48,9,10,1,"B",0,"L",4582,31,1041,"N"
"Male",4,4,6,4.8,4.8,3.6,5,4,3,3,4,44,25,30,3,"B",18,"L",9683,2851,1416,"Y"
"Female",3,3,4.8,3.6,4.8,6,17,3,3,3,1,25,25,50,5,"B",0,"L",6478,6045,391,"Y"
"Female",5,1,4.8,2.4,3.6,2.4,16,5,1,4,4,43,9,40,3,"P",0,"L",3458,7822,612,"N"
"Male",2,4,4.8,3.6,3.6,6,1,3,1,5,5,34,25,40,3,"B",0,"L",5080,4386,2688,"N"
"Male",4,4,2.4,4.8,3.6,1.2,0,4,3,4,1,32,25,10,1,"B",0,"L",4413,1946,3372,"Y"
"Female",1,4,4.8,4.8,6,2.4,0,4,3,5,4,44,25,20,2,"B",0,"L",1620,5194,1547,"Y"
"Female",2,2,2.4,6,1.2,1.2,8,5,3,5,5,39,16,10,1,"B",62,"L",8889,8323,1818,"Y"
"Male",5,5,3.6,3.6,6,2.4,31,5,1,5,4,19,1,40,5,"B",0,"L",6940,7285,1046,"N"
"Female",4,4,6,6,1.2,6,58,5,3,3,5,46,25,50,5,"B",0,"L",3441,444,3437,"Y"
"Male",4,4,3.6,3.6,6,3.6,67,3,3,1,3,40,9,30,3,"B",1,"L",916,9997,719,"N"
"Female",2,2,2.4,4.8,4.8,2.4,1,4,3,1,4,62,9,20,2,"B",8,"L",6022,518,101,"Y"
"Male",2,3,1.2,3.6,3.6,1.2,88,1,2,5,4,7,9,40,3,"P",5,"L",9604,3289,552,"N"
"Male",5,2,6,3.6,4.8,1.2,0,3,1,4,3,25,9,40,3,"B",0,"L",1015,7031,644,"N"
"Female",4,2,4.8,3.6,2.4,3.6,0,3,3,3,3,40,9,30,3,"P",0,"L",646,405,954,"Y"
"Male",1,1,1.2,3.6,1.2,3.6,22,4,1,5,4,42,9,30,3,"B",0,"L",2710,4897,721,"Y"
"Female",3,3,1.2,2.4,1.2,1.2,0,2,1,2,4,59,9,40,4,"B",5,"L",1946,9676,650,"N"
"Male",4,2,6,2.4,6,4.8,0,2,3,5,2,34,25,40,4,"P",0,"L",4637,4710,1325,"Y"
"Male",4,3,6,2.4,2.4,6,0,3,1,1,2,24,25,30,5,"P",19,"D",9212,4434,1201,"Y"
"Female",4,2,1.2,2.4,6,1.2,0,3,1,1,4,29,9,40,2,"B",1,"L",9077,7187,901,"N"
"Female",4,5,6,2.4,4.8,6,0,4,3,3,2,36,9,30,4,"B",0,"L",7725,5040,907,"N"
"Male",5,3,3.6,6,4.8,3.6,0,5,3,4,5,38,9,30,5,"P",0,"L",9381,3902,414,"Y"
"Female",5,1,4.8,3.6,3.6,3.6,7,2,1,4,4,48,9,30,3,"P",11,"L",3648,1573,776,"Y"
"Male",3,5,6,6,3.6,3.6,0,3,3,5,4,27,1,30,3,"B",48,"L",8292,1129,409,"N"
"Male",4,4,3.6,6,4.8,4.8,0,5,3,4,5,26,16,30,3,"B",261,"L",3470,86,1732,"Y"
"Female",3,3,6,3.6,1.2,4.8,38,3,2,3,4,44,25,30,3,"B",11,"L",6137,1557,1607,"N"
"Female",1,5,6,3.6,6,4.8,0,5,1,3,3,54,4,40,4,"P",0,"L",6614,3382,1670,"N"
"Male",4,1,1.2,4.8,4.8,1.2,29,4,3,4,4,40,9,40,1,"P",5,"L",211,1194,3504,"Y"
"Male",4,4,3.6,6,1.2,3.6,35,5,3,4,5,52,4,30,3,"B",0,"L",4641,7508,2760,"Y"
"Female",2,2,6,2.4,6,2.4,5,4,1,5,4,37,16,20,2,"B",40,"L",3082,3116,397,"Y"
"Male",3,0,6,4.8,6,0,1,2,1,1,4,37,4,30,0,"P",43,"L",8054,7710,134,"N"
"Male",3,1,4.8,2.4,6,6,0,1,1,2,3,21,1,50,5,"P",0,"L",9272,7648,1721,"N"
"Female",4,1,4.8,1.2,4.8,3.6,0,3,3,2,4,25,1,30,3,"B",0,"D",6508,8314,1129,"N"
"Female",4,3,3.6,3.6,1.2,6,14,4,3,1,4,33,16,50,2,"B",0,"L",9122,2962,2688,"N"
"Female",2,2,4.8,2.4,2.4,2.4,43,4,1,4,2,60,4,30,1,"P",162,"L",602,8070,224,"N"
"Female",5,5,4.8,6,6,1.2,0,4,3,5,5,57,25,10,1,"B",0,"L",4481,4205,101,"Y"
"Male",4,3,4.8,4.8,4.8,6,9,3,1,1,4,42,16,20,3,"B",0,"L",4114,4501,248,"N"
"Female",1,4,3.6,3.6,4.8,1.2,0,4,3,5,3,43,25,10,1,"B",0,"L",4922,3117,813,"Y"
"Female",5,1,3.6,6,6,2.4,0,5,3,1,5,27,16,10,2,"B",8,"D",5321,6495,531,"N"
"Female",1,3,4.8,1.2,4.8,6,0,3,3,4,3,20,1,50,3,"B",0,"L",5213,7866,3274,"N"
"Male",1,3,4.8,4.8,6,4.8,9,5,1,2,5,12,16,40,2,"P",17,"L",2653,4537,293,"N"
"Female",1,4,3.6,6,6,1.2,15,2,3,3,4,31,4,10,1,"B",0,"L",9589,2580,612,"Y"
"Male",4,2,1.2,6,3.6,4.8,27,5,2,2,4,17,16,40,0,"B",0,"L",5316,9091,174,"N"
"Female",3,2,2.4,4.8,1.2,3.6,0,4,3,4,4,55,25,30,3,"P",44,"L",3711,2098,3879,"Y"
"Male",4,3,1.2,3.6,1.2,3.6,0,3,3,2,3,56,4,30,4,"B",18,"L",5886,3601,1827,"N"
"Female",5,3,4.8,6,1.2,6,0,3,2,2,4,16,9,10,2,"P",36,"L",5263,2125,2288,"N"
"Male",4,2,4.8,6,3.6,6,0,5,3,2,5,50,4,30,3,"B",0,"L",1265,2412,1428,"Y"
"Male",3,2,2.4,4.8,6,4.8,0,2,3,5,4,28,9,10,4,"B",8,"L",9728,3607,685,"N"
"Female",1,2,2.4,1.2,4.8,2.4,11,3,1,1,1,57,1,30,3,"B",30,"L",7990,7851,143,"N"
"Female",2,0,4.8,6,1.2,3.6,19,5,3,3,5,40,1,30,3,"B",0,"L",3070,4654,3572,"Y"
"Male",5,4,3.6,4.8,4.8,4.8,0,4,1,1,5,7,16,10,3,"B",0,"L",2603,2922,920,"N"
